date,value
2015-01-01 00:00:00,0
2015-01-01 00:10:00,0
2015-01-01 00:20:00,0
2015-01-01 00:30:00,0
2015-01-01 00:40:00,0
2015-01-01 00:50:00,0
2015-01-01 01:00:00,0
2015-01-01 01:10:00,0
2015-01-01 01:20:00,0
2015-01-01 01:30:00,0
2015-01-01 01:40:00,0
2015-01-01 01:50:00,0
2015-01-01 02:00:00,0
2015-01-01 02:10:00,0
2015-01-01 02:20:00,0
2015-01-01 02:30:00,0
2015-01-01 02:40:00,0
2015-01-01 02:50:00,0
2015-01-01 03:00:00,0
2015-01-01 03:10:00,0
2015-01-01 03:20:00,0
2015-01-01 03:30:00,0
2015-01-01 03:40:00,0
2015-01-01 03:50:00,0
2015-01-01 04:00:00,0
2015-01-01 04:10:00,0
2015-01-01 04:20:00,0
2015-01-01 04:30:00,0
2015-01-01 04:40:00,0
2015-01-01 04:50:00,0
2015-01-01 05:00:00,0
2015-01-01 05:10:00,0
2015-01-01 05:20:00,0
2015-01-01 05:30:00,0
2015-01-01 05:40:00,0
2015-01-01 05:50:00,0
2015-01-01 06:00:00,0
2015-01-01 06:10:00,0
2015-01-01 06:20:00,0
2015-01-01 06:30:00,1.8310546875
2015-01-01 06:40:00,9.1552734375
2015-01-01 06:50:00,31.1279296875
2015-01-01 07:00:00,76.904296875
2015-01-01 07:10:00,144.6533203125
2015-01-01 07:20:00,214.2333984375
2015-01-01 07:30:00,292.96875
2015-01-01 07:40:00,379.0283203125
2015-01-01 07:50:00,459.5947265625
2015-01-01 08:00:00,543.8232421875
2015-01-01 08:10:00,626.220703125
2015-01-01 08:20:00,706.787109375
2015-01-01 08:30:00,787.353515625
2015-01-01 08:40:00,867.919921875
2015-01-01 08:50:00,950.3173828125
2015-01-01 09:00:00,1018.06640625
2015-01-01 09:10:00,1083.984375
2015-01-01 09:20:00,1170.0439453125
2015-01-01 09:30:00,1219.482421875
2015-01-01 09:40:00,1303.7109375
2015-01-01 09:50:00,1395.263671875
2015-01-01 10:00:00,1450.1953125
2015-01-01 10:10:00,1508.7890625
2015-01-01 10:20:00,1552.734375
2015-01-01 10:30:00,1609.4970703125
2015-01-01 10:40:00,1673.583984375
2015-01-01 10:50:00,1710.205078125
2015-01-01 11:00:00,1765.13671875
2015-01-01 11:10:00,1779.78515625
2015-01-01 11:20:00,1827.392578125
2015-01-01 11:30:00,1801.7578125
2015-01-01 11:40:00,1834.716796875
2015-01-01 11:50:00,1875
2015-01-01 12:00:00,1917.1142578125
2015-01-01 12:10:00,1915.283203125
2015-01-01 12:20:00,1917.1142578125
2015-01-01 12:30:00,1955.56640625
2015-01-01 12:40:00,1959.228515625
2015-01-01 12:50:00,1970.21484375
2015-01-01 13:00:00,1922.607421875
2015-01-01 13:10:00,1931.7626953125
2015-01-01 13:20:00,1527.099609375
2015-01-01 13:30:00,1959.228515625
2015-01-01 13:40:00,1858.5205078125
2015-01-01 13:50:00,1825.5615234375
2015-01-01 14:00:00,1807.2509765625
2015-01-01 14:10:00,1787.109375
2015-01-01 14:20:00,1723.0224609375
2015-01-01 14:30:00,1699.21875
2015-01-01 14:40:00,1653.4423828125
2015-01-01 14:50:00,1842.041015625
2015-01-01 15:00:00,549.31640625
2015-01-01 15:10:00,472.412109375
2015-01-01 15:20:00,490.72265625
2015-01-01 15:30:00,584.1064453125
2015-01-01 15:40:00,1115.1123046875
2015-01-01 15:50:00,1505.126953125
2015-01-01 16:00:00,1387.939453125
2015-01-01 16:10:00,1195.6787109375
2015-01-01 16:20:00,893.5546875
2015-01-01 16:30:00,406.494140625
2015-01-01 16:40:00,410.15625
2015-01-01 16:50:00,399.169921875
2015-01-01 17:00:00,344.23828125
2015-01-01 17:10:00,283.8134765625
2015-01-01 17:20:00,391.845703125
2015-01-01 17:30:00,260.009765625
2015-01-01 17:40:00,393.6767578125
2015-01-01 17:50:00,344.23828125
2015-01-01 18:00:00,249.0234375
2015-01-01 18:10:00,173.9501953125
2015-01-01 18:20:00,115.3564453125
2015-01-01 18:30:00,51.26953125
2015-01-01 18:40:00,21.97265625
2015-01-01 18:50:00,7.32421875
2015-01-01 19:00:00,0
2015-01-01 19:10:00,0
2015-01-01 19:20:00,0
2015-01-01 19:30:00,0
2015-01-01 19:40:00,0
2015-01-01 19:50:00,0
2015-01-01 20:00:00,0
2015-01-01 20:10:00,0
2015-01-01 20:20:00,0
2015-01-01 20:30:00,0
2015-01-01 20:40:00,0
2015-01-01 20:50:00,0
2015-01-01 21:00:00,0
2015-01-01 21:10:00,0
2015-01-01 21:20:00,0
2015-01-01 21:30:00,0
2015-01-01 21:40:00,0
2015-01-01 21:50:00,0
2015-01-01 22:00:00,0
2015-01-01 22:10:00,0
2015-01-01 22:20:00,0
2015-01-01 22:30:00,0
2015-01-01 22:40:00,0
2015-01-01 22:50:00,0
2015-01-01 23:00:00,0
2015-01-01 23:10:00,0
2015-01-01 23:20:00,0
2015-01-01 23:30:00,0
2015-01-01 23:40:00,0
2015-01-01 23:50:00,0
2015-01-02 00:00:00,0
2015-01-02 00:10:00,0
2015-01-02 00:20:00,0
2015-01-02 00:30:00,0
2015-01-02 00:40:00,0
2015-01-02 00:50:00,0
2015-01-02 01:00:00,0
2015-01-02 01:10:00,0
2015-01-02 01:20:00,0
2015-01-02 01:30:00,0
2015-01-02 01:40:00,0
2015-01-02 01:50:00,0
2015-01-02 02:00:00,0
2015-01-02 02:10:00,0
2015-01-02 02:20:00,0
2015-01-02 02:30:00,0
2015-01-02 02:40:00,0
2015-01-02 02:50:00,0
2015-01-02 03:00:00,0
2015-01-02 03:10:00,0
2015-01-02 03:20:00,0
2015-01-02 03:30:00,0
2015-01-02 03:40:00,0
2015-01-02 03:50:00,0
2015-01-02 04:00:00,0
2015-01-02 04:10:00,0
2015-01-02 04:20:00,0
2015-01-02 04:30:00,0
2015-01-02 04:40:00,0
2015-01-02 04:50:00,0
2015-01-02 05:00:00,0
2015-01-02 05:10:00,0
2015-01-02 05:20:00,0
2015-01-02 05:30:00,0
2015-01-02 05:40:00,0
2015-01-02 05:50:00,0
2015-01-02 06:00:00,0
2015-01-02 06:10:00,0
2015-01-02 06:20:00,0
2015-01-02 06:30:00,1.8310546875
2015-01-02 06:40:00,10.986328125
2015-01-02 06:50:00,31.1279296875
2015-01-02 07:00:00,80.56640625
2015-01-02 07:10:00,157.470703125
2015-01-02 07:20:00,228.8818359375
2015-01-02 07:30:00,307.6171875
2015-01-02 07:40:00,386.3525390625
2015-01-02 07:50:00,457.763671875
2015-01-02 08:00:00,545.654296875
2015-01-02 08:10:00,631.7138671875
2015-01-02 08:20:00,715.9423828125
2015-01-02 08:30:00,800.1708984375
2015-01-02 08:40:00,878.90625
2015-01-02 08:50:00,961.3037109375
2015-01-02 09:00:00,1043.701171875
2015-01-02 09:10:00,1120.60546875
2015-01-02 09:20:00,1197.509765625
2015-01-02 09:30:00,1265.2587890625
2015-01-02 09:40:00,1336.669921875
2015-01-02 09:50:00,1400.7568359375
2015-01-02 10:00:00,1464.84375
2015-01-02 10:10:00,1523.4375
2015-01-02 10:20:00,1574.70703125
2015-01-02 10:30:00,1627.8076171875
2015-01-02 10:40:00,1680.908203125
2015-01-02 10:50:00,1726.6845703125
2015-01-02 11:00:00,1766.9677734375
2015-01-02 11:10:00,1809.08203125
2015-01-02 11:20:00,1842.041015625
2015-01-02 11:30:00,1862.1826171875
2015-01-02 11:40:00,1889.6484375
2015-01-02 11:50:00,1911.62109375
2015-01-02 12:00:00,1928.1005859375
2015-01-02 12:10:00,1937.255859375
2015-01-02 12:20:00,1944.580078125
2015-01-02 12:30:00,1950.0732421875
2015-01-02 12:40:00,1948.2421875
2015-01-02 12:50:00,1939.0869140625
2015-01-02 13:00:00,1935.4248046875
2015-01-02 13:10:00,1920.7763671875
2015-01-02 13:20:00,1898.8037109375
2015-01-02 13:30:00,1895.1416015625
2015-01-02 13:40:00,1864.013671875
2015-01-02 13:50:00,1825.5615234375
2015-01-02 14:00:00,1807.2509765625
2015-01-02 14:10:00,1748.6572265625
2015-01-02 14:20:00,1708.3740234375
2015-01-02 14:30:00,1552.734375
2015-01-02 14:40:00,1723.0224609375
2015-01-02 14:50:00,866.0888671875
2015-01-02 15:00:00,977.783203125
2015-01-02 15:10:00,1604.00390625
2015-01-02 15:20:00,1027.2216796875
2015-01-02 15:30:00,494.384765625
2015-01-02 15:40:00,919.189453125
2015-01-02 15:50:00,633.544921875
2015-01-02 16:00:00,580.4443359375
2015-01-02 16:10:00,803.8330078125
2015-01-02 16:20:00,617.0654296875
2015-01-02 16:30:00,787.353515625
2015-01-02 16:40:00,882.568359375
2015-01-02 16:50:00,466.9189453125
2015-01-02 17:00:00,725.09765625
2015-01-02 17:10:00,384.521484375
2015-01-02 17:20:00,309.4482421875
2015-01-02 17:30:00,336.9140625
2015-01-02 17:40:00,272.8271484375
2015-01-02 17:50:00,300.29296875
2015-01-02 18:00:00,203.2470703125
2015-01-02 18:10:00,109.86328125
2015-01-02 18:20:00,80.56640625
2015-01-02 18:30:00,51.26953125
2015-01-02 18:40:00,27.4658203125
2015-01-02 18:50:00,9.1552734375
2015-01-02 19:00:00,1.8310546875
2015-01-02 19:10:00,0
2015-01-02 19:20:00,0
2015-01-02 19:30:00,0
2015-01-02 19:40:00,0
2015-01-02 19:50:00,0
2015-01-02 20:00:00,0
2015-01-02 20:10:00,0
2015-01-02 20:20:00,0
2015-01-02 20:30:00,0
2015-01-02 20:40:00,0
2015-01-02 20:50:00,0
2015-01-02 21:00:00,0
2015-01-02 21:10:00,0
2015-01-02 21:20:00,0
2015-01-02 21:30:00,0
2015-01-02 21:40:00,0
2015-01-02 21:50:00,0
2015-01-02 22:00:00,0
2015-01-02 22:10:00,0
2015-01-02 22:20:00,0
2015-01-02 22:30:00,0
2015-01-02 22:40:00,0
2015-01-02 22:50:00,0
2015-01-02 23:00:00,0
2015-01-02 23:10:00,0
2015-01-02 23:20:00,0
2015-01-02 23:30:00,0
2015-01-02 23:40:00,0
2015-01-02 23:50:00,0
2015-01-03 00:00:00,0
2015-01-03 00:10:00,0
2015-01-03 00:20:00,0
2015-01-03 00:30:00,0
2015-01-03 00:40:00,0
2015-01-03 00:50:00,0
2015-01-03 01:00:00,0
2015-01-03 01:10:00,0
2015-01-03 01:20:00,0
2015-01-03 01:30:00,0
2015-01-03 01:40:00,0
2015-01-03 01:50:00,0
2015-01-03 02:00:00,0
2015-01-03 02:10:00,0
2015-01-03 02:20:00,0
2015-01-03 02:30:00,0
2015-01-03 02:40:00,0
2015-01-03 02:50:00,0
2015-01-03 03:00:00,0
2015-01-03 03:10:00,0
2015-01-03 03:20:00,0
2015-01-03 03:30:00,0
2015-01-03 03:40:00,0
2015-01-03 03:50:00,0
2015-01-03 04:00:00,0
2015-01-03 04:10:00,0
2015-01-03 04:20:00,0
2015-01-03 04:30:00,0
2015-01-03 04:40:00,0
2015-01-03 04:50:00,0
2015-01-03 05:00:00,0
2015-01-03 05:10:00,0
2015-01-03 05:20:00,0
2015-01-03 05:30:00,0
2015-01-03 05:40:00,0
2015-01-03 05:50:00,0
2015-01-03 06:00:00,0
2015-01-03 06:10:00,0
2015-01-03 06:20:00,0
2015-01-03 06:30:00,1.8310546875
2015-01-03 06:40:00,9.1552734375
2015-01-03 06:50:00,29.296875
2015-01-03 07:00:00,73.2421875
2015-01-03 07:10:00,144.6533203125
2015-01-03 07:20:00,219.7265625
2015-01-03 07:30:00,296.630859375
2015-01-03 07:40:00,379.0283203125
2015-01-03 07:50:00,461.42578125
2015-01-03 08:00:00,545.654296875
2015-01-03 08:10:00,628.0517578125
2015-01-03 08:20:00,708.6181640625
2015-01-03 08:30:00,792.8466796875
2015-01-03 08:40:00,875.244140625
2015-01-03 08:50:00,955.810546875
2015-01-03 09:00:00,1034.5458984375
2015-01-03 09:10:00,1109.619140625
2015-01-03 09:20:00,1184.6923828125
2015-01-03 09:30:00,1254.2724609375
2015-01-03 09:40:00,1322.021484375
2015-01-03 09:50:00,1387.939453125
2015-01-03 10:00:00,1450.1953125
2015-01-03 10:10:00,1512.451171875
2015-01-03 10:20:00,1567.3828125
2015-01-03 10:30:00,1620.4833984375
2015-01-03 10:40:00,1669.921875
2015-01-03 10:50:00,1693.7255859375
2015-01-03 11:00:00,1748.6572265625
2015-01-03 11:10:00,1783.447265625
2015-01-03 11:20:00,1823.73046875
2015-01-03 11:30:00,1858.5205078125
2015-01-03 11:40:00,1880.4931640625
2015-01-03 11:50:00,1893.310546875
2015-01-03 12:00:00,1898.8037109375
2015-01-03 12:10:00,1907.958984375
2015-01-03 12:20:00,1961.0595703125
2015-01-03 12:30:00,1986.6943359375
2015-01-03 12:40:00,2085.5712890625
2015-01-03 12:50:00,2001.3427734375
2015-01-03 13:00:00,1983.0322265625
2015-01-03 13:10:00,1931.7626953125
2015-01-03 13:20:00,2147.8271484375
2015-01-03 13:30:00,NA
2015-01-03 13:40:00,NA
2015-01-03 13:50:00,2001.3427734375
2015-01-03 14:00:00,1810.9130859375
2015-01-03 14:10:00,1829.2236328125
2015-01-03 14:20:00,1885.986328125
2015-01-03 14:30:00,1876.8310546875
2015-01-03 14:40:00,699.462890625
2015-01-03 14:50:00,529.1748046875
2015-01-03 15:00:00,671.9970703125
2015-01-03 15:10:00,860.595703125
2015-01-03 15:20:00,1560.05859375
2015-01-03 15:30:00,1290.8935546875
2015-01-03 15:40:00,670.166015625
2015-01-03 15:50:00,397.3388671875
2015-01-03 16:00:00,313.1103515625
2015-01-03 16:10:00,272.8271484375
2015-01-03 16:20:00,336.9140625
2015-01-03 16:30:00,899.0478515625
2015-01-03 16:40:00,739.74609375
2015-01-03 16:50:00,444.9462890625
2015-01-03 17:00:00,454.1015625
2015-01-03 17:10:00,249.0234375
2015-01-03 17:20:00,184.9365234375
2015-01-03 17:30:00,159.3017578125
2015-01-03 17:40:00,120.849609375
2015-01-03 17:50:00,98.876953125
2015-01-03 18:00:00,89.7216796875
2015-01-03 18:10:00,80.56640625
2015-01-03 18:20:00,71.4111328125
2015-01-03 18:30:00,45.7763671875
2015-01-03 18:40:00,21.97265625
2015-01-03 18:50:00,5.4931640625
2015-01-03 19:00:00,0
2015-01-03 19:10:00,0
2015-01-03 19:20:00,0
2015-01-03 19:30:00,0
2015-01-03 19:40:00,0
2015-01-03 19:50:00,0
2015-01-03 20:00:00,0
2015-01-03 20:10:00,0
2015-01-03 20:20:00,0
2015-01-03 20:30:00,0
2015-01-03 20:40:00,0
2015-01-03 20:50:00,0
2015-01-03 21:00:00,0
2015-01-03 21:10:00,0
2015-01-03 21:20:00,0
2015-01-03 21:30:00,0
2015-01-03 21:40:00,0
2015-01-03 21:50:00,0
2015-01-03 22:00:00,0
2015-01-03 22:10:00,0
2015-01-03 22:20:00,0
2015-01-03 22:30:00,0
2015-01-03 22:40:00,0
2015-01-03 22:50:00,0
2015-01-03 23:00:00,0
2015-01-03 23:10:00,0
2015-01-03 23:20:00,0
2015-01-03 23:30:00,0
2015-01-03 23:40:00,0
2015-01-03 23:50:00,0
2015-01-04 00:00:00,0
2015-01-04 00:10:00,0
2015-01-04 00:20:00,0
2015-01-04 00:30:00,0
2015-01-04 00:40:00,0
2015-01-04 00:50:00,0
2015-01-04 01:00:00,0
2015-01-04 01:10:00,0
2015-01-04 01:20:00,0
2015-01-04 01:30:00,0
2015-01-04 01:40:00,0
2015-01-04 01:50:00,0
2015-01-04 02:00:00,0
2015-01-04 02:10:00,0
2015-01-04 02:20:00,0
