date,value
2015-01-04 02:30:00,0
2015-01-04 02:40:00,0
2015-01-04 02:50:00,0
2015-01-04 03:00:00,0
2015-01-04 03:10:00,0
2015-01-04 03:20:00,0
2015-01-04 03:30:00,0
2015-01-04 03:40:00,0
2015-01-04 03:50:00,0
2015-01-04 04:00:00,0
2015-01-04 04:10:00,0
2015-01-04 04:20:00,0
2015-01-04 04:30:00,0
2015-01-04 04:40:00,0
2015-01-04 04:50:00,0
2015-01-04 05:00:00,0
2015-01-04 05:10:00,0
2015-01-04 05:20:00,0
2015-01-04 05:30:00,0
2015-01-04 05:40:00,0
2015-01-04 05:50:00,0
2015-01-04 06:00:00,0
2015-01-04 06:10:00,0
2015-01-04 06:20:00,0
2015-01-04 06:30:00,0
2015-01-04 06:40:00,7.32421875
2015-01-04 06:50:00,23.8037109375
2015-01-04 07:00:00,62.255859375
2015-01-04 07:10:00,126.3427734375
2015-01-04 07:20:00,197.75390625
2015-01-04 07:30:00,217.8955078125
2015-01-04 07:40:00,260.009765625
2015-01-04 07:50:00,324.0966796875
2015-01-04 08:00:00,404.6630859375
2015-01-04 08:10:00,585.9375
2015-01-04 08:20:00,607.91015625
2015-01-04 08:30:00,712.2802734375
2015-01-04 08:40:00,803.8330078125
2015-01-04 08:50:00,891.7236328125
2015-01-04 09:00:00,963.134765625
2015-01-04 09:10:00,1041.8701171875
2015-01-04 09:20:00,1113.28125
2015-01-04 09:30:00,1186.5234375
2015-01-04 09:40:00,1252.44140625
2015-01-04 09:50:00,1320.1904296875
2015-01-04 10:00:00,1382.4462890625
2015-01-04 10:10:00,1441.0400390625
2015-01-04 10:20:00,1490.478515625
2015-01-04 10:30:00,1538.0859375
2015-01-04 10:40:00,1587.5244140625
2015-01-04 10:50:00,1607.666015625
2015-01-04 11:00:00,1668.0908203125
2015-01-04 11:10:00,1717.529296875
2015-01-04 11:20:00,1757.8125
2015-01-04 11:30:00,1794.43359375
2015-01-04 11:40:00,1821.8994140625
2015-01-04 11:50:00,1829.2236328125
2015-01-04 12:00:00,1933.59375
2015-01-04 12:10:00,1739.501953125
2015-01-04 12:20:00,1285.400390625
2015-01-04 12:30:00,922.8515625
2015-01-04 12:40:00,2074.5849609375
2015-01-04 12:50:00,1448.3642578125
2015-01-04 13:00:00,1772.4609375
2015-01-04 13:10:00,1307.373046875
2015-01-04 13:20:00,1922.607421875
2015-01-04 13:30:00,1741.3330078125
2015-01-04 13:40:00,1019.8974609375
2015-01-04 13:50:00,538.330078125
2015-01-04 14:00:00,767.2119140625
2015-01-04 14:10:00,1726.6845703125
2015-01-04 14:20:00,1746.826171875
2015-01-04 14:30:00,1776.123046875
2015-01-04 14:40:00,1625.9765625
2015-01-04 14:50:00,1473.9990234375
2015-01-04 15:00:00,1473.9990234375
2015-01-04 15:10:00,1441.0400390625
2015-01-04 15:20:00,1397.0947265625
2015-01-04 15:30:00,1534.423828125
2015-01-04 15:40:00,997.9248046875
2015-01-04 15:50:00,611.572265625
2015-01-04 16:00:00,192.2607421875
2015-01-04 16:10:00,89.7216796875
2015-01-04 16:20:00,75.0732421875
2015-01-04 16:30:00,128.173828125
2015-01-04 16:40:00,216.064453125
2015-01-04 16:50:00,144.6533203125
2015-01-04 17:00:00,73.2421875
2015-01-04 17:10:00,58.59375
2015-01-04 17:20:00,45.7763671875
2015-01-04 17:30:00,40.283203125
2015-01-04 17:40:00,38.4521484375
2015-01-04 17:50:00,47.607421875
2015-01-04 18:00:00,31.1279296875
2015-01-04 18:10:00,23.8037109375
2015-01-04 18:20:00,21.97265625
2015-01-04 18:30:00,14.6484375
2015-01-04 18:40:00,7.32421875
2015-01-04 18:50:00,1.8310546875
2015-01-04 19:00:00,0
2015-01-04 19:10:00,0
2015-01-04 19:20:00,0
2015-01-04 19:30:00,0
2015-01-04 19:40:00,0
2015-01-04 19:50:00,0
2015-01-04 20:00:00,0
2015-01-04 20:10:00,0
2015-01-04 20:20:00,0
2015-01-04 20:30:00,0
2015-01-04 20:40:00,0
2015-01-04 20:50:00,0
2015-01-04 21:00:00,0
2015-01-04 21:10:00,0
2015-01-04 21:20:00,0
2015-01-04 21:30:00,0
2015-01-04 21:40:00,0
2015-01-04 21:50:00,0
2015-01-04 22:00:00,0
2015-01-04 22:10:00,0
2015-01-04 22:20:00,0
2015-01-04 22:30:00,0
2015-01-04 22:40:00,0
2015-01-04 22:50:00,0
2015-01-04 23:00:00,0
2015-01-04 23:10:00,0
2015-01-04 23:20:00,0
2015-01-04 23:30:00,0
2015-01-04 23:40:00,0
2015-01-04 23:50:00,0
2015-01-05 00:00:00,0
2015-01-05 00:10:00,0
2015-01-05 00:20:00,0
2015-01-05 00:30:00,0
2015-01-05 00:40:00,0
2015-01-05 00:50:00,0
2015-01-05 01:00:00,0
2015-01-05 01:10:00,0
2015-01-05 01:20:00,0
2015-01-05 01:30:00,0
2015-01-05 01:40:00,0
2015-01-05 01:50:00,0
2015-01-05 02:00:00,0
2015-01-05 02:10:00,0
2015-01-05 02:20:00,0
2015-01-05 02:30:00,0
2015-01-05 02:40:00,0
2015-01-05 02:50:00,0
2015-01-05 03:00:00,0
2015-01-05 03:10:00,0
2015-01-05 03:20:00,0
2015-01-05 03:30:00,0
2015-01-05 03:40:00,0
2015-01-05 03:50:00,0
2015-01-05 04:00:00,0
2015-01-05 04:10:00,0
2015-01-05 04:20:00,0
2015-01-05 04:30:00,0
2015-01-05 04:40:00,0
2015-01-05 04:50:00,0
2015-01-05 05:00:00,0
2015-01-05 05:10:00,0
2015-01-05 05:20:00,0
2015-01-05 05:30:00,0
2015-01-05 05:40:00,0
2015-01-05 05:50:00,0
2015-01-05 06:00:00,0
2015-01-05 06:10:00,0
2015-01-05 06:20:00,0
2015-01-05 06:30:00,0
2015-01-05 06:40:00,7.32421875
2015-01-05 06:50:00,20.1416015625
2015-01-05 07:00:00,42.1142578125
2015-01-05 07:10:00,71.4111328125
2015-01-05 07:20:00,111.6943359375
2015-01-05 07:30:00,157.470703125
2015-01-05 07:40:00,206.9091796875
2015-01-05 07:50:00,260.009765625
2015-01-05 08:00:00,314.94140625
2015-01-05 08:10:00,371.7041015625
2015-01-05 08:20:00,452.2705078125
2015-01-05 08:30:00,549.31640625
2015-01-05 08:40:00,631.7138671875
2015-01-05 08:50:00,723.2666015625
2015-01-05 09:00:00,792.8466796875
2015-01-05 09:10:00,884.3994140625
2015-01-05 09:20:00,961.3037109375
2015-01-05 09:30:00,1036.376953125
2015-01-05 09:40:00,1113.28125
2015-01-05 09:50:00,1206.6650390625
2015-01-05 10:00:00,1268.9208984375
2015-01-05 10:10:00,1365.966796875
2015-01-05 10:20:00,1181.0302734375
2015-01-05 10:30:00,1431.884765625
2015-01-05 10:40:00,1572.8759765625
2015-01-05 10:50:00,1585.693359375
2015-01-05 11:00:00,1604.00390625
2015-01-05 11:10:00,1642.4560546875
2015-01-05 11:20:00,1688.232421875
2015-01-05 11:30:00,1702.880859375
2015-01-05 11:40:00,1772.4609375
2015-01-05 11:50:00,1781.6162109375
2015-01-05 12:00:00,1792.6025390625
2015-01-05 12:10:00,1651.611328125
2015-01-05 12:20:00,1825.5615234375
2015-01-05 12:30:00,1900.634765625
2015-01-05 12:40:00,1935.4248046875
2015-01-05 12:50:00,1942.7490234375
2015-01-05 13:00:00,2015.9912109375
2015-01-05 13:10:00,1254.2724609375
2015-01-05 13:20:00,1695.556640625
2015-01-05 13:30:00,1752.3193359375
2015-01-05 13:40:00,1477.6611328125
2015-01-05 13:50:00,1419.0673828125
2015-01-05 14:00:00,1682.7392578125
2015-01-05 14:10:00,1724.853515625
2015-01-05 14:20:00,1234.130859375
2015-01-05 14:30:00,844.1162109375
2015-01-05 14:40:00,496.2158203125
2015-01-05 14:50:00,329.58984375
2015-01-05 15:00:00,347.900390625
2015-01-05 15:10:00,298.4619140625
2015-01-05 15:20:00,346.0693359375
2015-01-05 15:30:00,430.2978515625
2015-01-05 15:40:00,439.453125
2015-01-05 15:50:00,1137.0849609375
2015-01-05 16:00:00,747.0703125
2015-01-05 16:10:00,366.2109375
2015-01-05 16:20:00,254.5166015625
2015-01-05 16:30:00,194.091796875
2015-01-05 16:40:00,162.9638671875
2015-01-05 16:50:00,162.9638671875
2015-01-05 17:00:00,111.6943359375
2015-01-05 17:10:00,69.580078125
2015-01-05 17:20:00,78.7353515625
2015-01-05 17:30:00,126.3427734375
2015-01-05 17:40:00,159.3017578125
2015-01-05 17:50:00,151.9775390625
2015-01-05 18:00:00,126.3427734375
2015-01-05 18:10:00,93.3837890625
2015-01-05 18:20:00,56.7626953125
2015-01-05 18:30:00,31.1279296875
2015-01-05 18:40:00,12.8173828125
2015-01-05 18:50:00,5.4931640625
2015-01-05 19:00:00,1.8310546875
2015-01-05 19:10:00,0
2015-01-05 19:20:00,0
2015-01-05 19:30:00,0
2015-01-05 19:40:00,0
2015-01-05 19:50:00,0
2015-01-05 20:00:00,0
2015-01-05 20:10:00,0
2015-01-05 20:20:00,0
2015-01-05 20:30:00,0
2015-01-05 20:40:00,0
2015-01-05 20:50:00,0
2015-01-05 21:00:00,0
2015-01-05 21:10:00,0
2015-01-05 21:20:00,0
2015-01-05 21:30:00,0
2015-01-05 21:40:00,0
2015-01-05 21:50:00,0
2015-01-05 22:00:00,0
2015-01-05 22:10:00,0
2015-01-05 22:20:00,0
2015-01-05 22:30:00,0
2015-01-05 22:40:00,0
2015-01-05 22:50:00,0
2015-01-05 23:00:00,0
2015-01-05 23:10:00,0
2015-01-05 23:20:00,0
2015-01-05 23:30:00,0
2015-01-05 23:40:00,0
2015-01-05 23:50:00,0
2015-01-06 00:00:00,0
2015-01-06 00:10:00,0
2015-01-06 00:20:00,0
2015-01-06 00:30:00,0
2015-01-06 00:40:00,0
2015-01-06 00:50:00,0
2015-01-06 01:00:00,0
2015-01-06 01:10:00,0
2015-01-06 01:20:00,0
2015-01-06 01:30:00,0
2015-01-06 01:40:00,0
2015-01-06 01:50:00,0
2015-01-06 02:00:00,0
2015-01-06 02:10:00,0
2015-01-06 02:20:00,0
2015-01-06 02:30:00,0
2015-01-06 02:40:00,0
2015-01-06 02:50:00,0
2015-01-06 03:00:00,0
2015-01-06 03:10:00,0
2015-01-06 03:20:00,0
2015-01-06 03:30:00,0
2015-01-06 03:40:00,0
2015-01-06 03:50:00,0
2015-01-06 04:00:00,0
2015-01-06 04:10:00,0
2015-01-06 04:20:00,0
2015-01-06 04:30:00,0
2015-01-06 04:40:00,0
2015-01-06 04:50:00,0
2015-01-06 05:00:00,0
2015-01-06 05:10:00,0
2015-01-06 05:20:00,0
2015-01-06 05:30:00,0
2015-01-06 05:40:00,0
2015-01-06 05:50:00,0
2015-01-06 06:00:00,0
2015-01-06 06:10:00,0
2015-01-06 06:20:00,0
2015-01-06 06:30:00,0
2015-01-06 06:40:00,0
2015-01-06 06:50:00,3.662109375
2015-01-06 07:00:00,10.986328125
2015-01-06 07:10:00,23.8037109375
2015-01-06 07:20:00,34.7900390625
2015-01-06 07:30:00,47.607421875
2015-01-06 07:40:00,51.26953125
2015-01-06 07:50:00,73.2421875
2015-01-06 08:00:00,87.890625
2015-01-06 08:10:00,80.56640625
2015-01-06 08:20:00,80.56640625
2015-01-06 08:30:00,102.5390625
2015-01-06 08:40:00,157.470703125
2015-01-06 08:50:00,238.037109375
2015-01-06 09:00:00,391.845703125
2015-01-06 09:10:00,371.7041015625
2015-01-06 09:20:00,463.2568359375
2015-01-06 09:30:00,538.330078125
2015-01-06 09:40:00,596.923828125
2015-01-06 09:50:00,699.462890625
2015-01-06 10:00:00,1056.5185546875
2015-01-06 10:10:00,1074.8291015625
2015-01-06 10:20:00,606.0791015625
2015-01-06 10:30:00,633.544921875
2015-01-06 10:40:00,776.3671875
2015-01-06 10:50:00,922.8515625
2015-01-06 11:00:00,1078.4912109375
2015-01-06 11:10:00,1345.8251953125
2015-01-06 11:20:00,869.7509765625
2015-01-06 11:30:00,866.0888671875
2015-01-06 11:40:00,820.3125
2015-01-06 11:50:00,1386.1083984375
2015-01-06 12:00:00,1287.2314453125
2015-01-06 12:10:00,1281.73828125
2015-01-06 12:20:00,1647.94921875
2015-01-06 12:30:00,1657.1044921875
2015-01-06 12:40:00,1435.546875
2015-01-06 12:50:00,1323.8525390625
